unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global
1909,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,67,11,Demersal Continental shelf Demersal/Benthic ,1000000,NA,North East Artic,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Pollachius virens,Saithe,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1910,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,63,-15,Demersal Continental shelf Demersal/Benthic ,1000000,NA,Iceland,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Pollachius virens,Saithe,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1911,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,57,3,Demersal Continental shelf Demersal/Benthic ,1000000,NA,North Sea,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Solea solea,Sole ,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1912,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,50.4,0.5,Demersal Continental shelf Demersal/Benthic ,100000,NA,English Channel,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Solea solea,Sole ,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1913,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,57,3,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,NA,North Sea,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Merlangius merlangus,Whiting,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Yes significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1914,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56,-10,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,NA,West of Scotland,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Merlangius merlangus,Whiting,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Consistent,Temperature,SST,No but trend demonstrated,NA,Yes significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1915,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56.7,11.5,Demersal Continental shelf Demersal/Benthic ,100000,NA,Kattegat,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Pleuronectes platessa,Plaice,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,No change,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1916,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,63,-15,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,NA,Iceland,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Clupea harengus,Herring,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Yes significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1917,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,61,-8,Demersal Continental shelf Demersal/Benthic ,100000,NA,Faroe Is.,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Pollachius virens,Saithe,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Negative,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1918,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,57,3,Demersal Continental shelf Demersal/Benthic ,1000000,NA,North Sea and West of Scotland,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Pollachius virens,Saithe,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1919,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56,-8,Demersal Continental shelf Demersal/Benthic ,1000000,NA,Irish Sea,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Solea solea,Sole ,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Negative,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1920,2120,2007,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,50,-9,Demersal Continental shelf Demersal/Benthic ,100000,NA,Celtic Sea,1970,1998,29,29,Continuous,100000,"No. data points estimated, because they use VPA data",Bony fish,Taxa,Solea solea,Sole ,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,8,NA,Abundance,fish recruitment,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,Positive,NA,NA,Calculated from manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,SST,No but trend demonstrated,NA,Not significant,Correlation / regression,Attribution rated as significant if loading from PCA was over threshold value given by authors,Adjust DF  ,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,Data taken from table 2 and the efect of fishing section in results,Not clear,Demonstrated regional climate change plus demonstrated link to global climate change
1921,2121,1997,"Marba, N., and C.M. Duarte. 1997. Interannual changes in seagrass (Posedonia oceanica) growth and environmental change in the Spanish Mediterranean littoral zone. Limnology and Oceanography. 42(5): 800-810.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,40,1,Intertidal/Coastal/Estuarine,1000,15,Center of the range of study sites (42.00 to 36.00 Latitude),1967,1992,26,26,Continuous,110,Data points= 15 sites * 5-10 shoots/site,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding and non-breeding or unspecified,Primary producer,Centre,Warm water,NA,Not exploited,1,NA,Demography,vertical growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,Significant decadal trends seen in some medows but no over all trend,,Consistent,Temperature,Water temperature,Yes statistically significant,rainfall,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors discount other factors,Pollution/Eutrophication,NA,Not clear ,Demonstrated change in regional climate (eg warming or sea ice reduction)
1922,2122,2007,"Diaz-Almela, E., N. Marb_, and C. M. Duarte. 2007. Consequences of Mediterranean warming events in seagrass (Posidonia oceanica) flowering records. Global Change Biology. 13: 224-235.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,41,7,Intertidal/Coastal/Estuarine,10000,NA,NW Med,1973,2004,32,31,Continuous,31,NA,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding,Primary producer,Centre,Warm water,NA,Not exploited,1,Flowering,Phenology,Flowering prevailence (records/total records),Mean/Median,Autumn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,Maximum SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Other,NA,High temp induces stress flowering responses,Demonstrated regional climate change plus demonstrated link to global climate change
1923,2122,2007,"Diaz-Almela, E., N. Marb_, and C. M. Duarte. 2007. Consequences of Mediterranean warming events in seagrass (Posidonia oceanica) flowering records. Global Change Biology. 13: 224-235.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,35,18,Intertidal/Coastal/Estuarine,10000000,NA,Entire Med,1973,2004,32,24,Irregular,24,NA,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding,Primary producer,Centre,Warm water,NA,Not exploited,1,Flowering,Phenology,Flowering prevailence (records/total records),Mean/Median,Autumn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,Maximum SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Other,NA,High temp induces stress flowering responses,Demonstrated regional climate change plus demonstrated link to global climate change
1924,2122,2007,"Diaz-Almela, E., N. Marb_, and C. M. Duarte. 2007. Consequences of Mediterranean warming events in seagrass (Posidonia oceanica) flowering records. Global Change Biology. 13: 224-235.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,37,8,Intertidal/Coastal/Estuarine,1000000,NA,Western Med,1973,2004,32,24,Irregular,24,NA,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding,Primary producer,Centre,Warm water,NA,Not exploited,1,Flowering,Phenology,Flowering prevailence (records/total records),Mean/Median,Autumn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,Maximum SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Other,NA,High temp induces stress flowering responses,Demonstrated regional climate change plus demonstrated link to global climate change
1925,2122,2007,"Diaz-Almela, E., N. Marb_, and C. M. Duarte. 2007. Consequences of Mediterranean warming events in seagrass (Posidonia oceanica) flowering records. Global Change Biology. 13: 224-235.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,34,21,Intertidal/Coastal/Estuarine,1000000,NA,Eastern Med,1973,2004,32,24,Irregular,24,NA,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding,Primary producer,Centre,Warm water,NA,Not exploited,1,Flowering,Phenology,Flowering prevailence (records/total records),Mean/Median,Autumn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,Maximum SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Other,NA,High temp induces stress flowering responses,Demonstrated regional climate change plus demonstrated link to global climate change
1926,2122,2007,"Diaz-Almela, E., N. Marb_, and C. M. Duarte. 2007. Consequences of Mediterranean warming events in seagrass (Posidonia oceanica) flowering records. Global Change Biology. 13: 224-235.",Peer-reviewed journal,Mediterranean Sea,Semi-enclosed seas,Northern,35,18,Intertidal/Coastal/Estuarine,10000000,NA,Entire Med,1973,2004,32,18,Irregular,18,NA,Seagrass,Taxa,Posidonia oceanica,Neptun Grass,Adult: breeding,Primary producer,Centre,Warm water,NA,Not exploited,1,Flowering,Phenology,Flower intensity (fraction of flowering shoots),Mean/Median,Autumn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,Maximum SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Other,NA,High temp induces stress flowering responses,Demonstrated regional climate change plus demonstrated link to global climate change
1927,2118,2008,"Hallegraeff G., W. Hosja, R. Knuckey and C. Wilkinson 2008. Recent range expansion of the red-tide dinoflagellate Noctiluca scintillans in Australian coastal waters. IOC-UNESCO Algae Newsletter 38:10-11.",Peer-reviewed report,Tasman Sea,Pacific Ocean,Southern,-34,151.5,Pelagic to 200m or over continental shelf (epipelagic) ,10000,NA,Range expansion from few samples,1950,2005,56,27,Irregular,NA,Number of years estimated from Fig. 1,Phytoplankton,Taxa,Noctiluca scintillans,Red tide,Multiple life stages,Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,HAB,Not exploited,1,NA,Distribution,Distribution,NA,NA,Range edge (popn/site),Range,Positive,1,406,km,Calculated from manuscript or supplementary material,Not tested,Positive,590,km,Calculated from manuscript or supplementary material,Not tested,"Sydney (1950) to Hobart (2005) = 8.5o lat x 111 km per degree/ 56 years*10 yrs. For km.oC, 1.6oC warming off Hobart given over last 50 yrs, so 8.5o x 111 km /1.6oC",,Consistent,Temperature,SST,Tested in another study,ENSO,Not tested,NA,NA,NA,NA,Authors discount other factors,Pollution/Eutrophication,Eutrophication considered important on a local scale (ioff Sydney),Temperature preference,Demonstrated regional climate change plus demonstrated link to global climate change
1931,2125,2004,"Frederiksen, M., M.P. Harris , F. Daunt, P. Rothery, and S. Wanless. 2004. Scale-dependent climate signals drive breeding phenology of three seabird species. Global Change Biology 10: 1214-1221.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.18,-2.55,Intertidal/Coastal/Estuarine,10,1,"Isle of May, Scotland",1969,2002,34,34,Continuous,NA,Data points unknown,Seabirds,Taxa,Phalacrocorax aristotelis,European Shag,Juvenile,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,3,NA,Phenology,breeding phenology,Mean/Median,Spring,NA,NA,Negative,NA,-2.3,days,Given in manuscript or supplementary material,Not statistically significant,Negative,-10.3,days,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,February-March sea surface temperature,Tested in another study,NA,Yes significant,Multiple regression / GLM,NA,Not considered,NA,Authors suggest other factors may have contributed to observed change,Other,NA,Unclear,Demonstrated regional climate change plus demonstrated link to global climate change
1932,2125,2004,"Frederiksen, M., M.P. Harris , F. Daunt, P. Rothery, and S. Wanless. 2004. Scale-dependent climate signals drive breeding phenology of three seabird species. Global Change Biology 10: 1214-1221.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56.18,-2.55,Intertidal/Coastal/Estuarine,10,1,"Isle of May, Scotland",1982,2002,21,23,Continuous,NA,Data points unknown,Seabirds,Taxa,Uria aalge,Common Murre,Adult: breeding,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,NA,Not exploited,3,NA,Phenology,breeding phenology; median laying date,Mean/Median,Spring,NA,NA,Positive,NA,2.6,days,Given in manuscript or supplementary material,Yes statistically significant,Negative,-1,days,Given in manuscript or supplementary material,Not statistically significant,NA,,Opposite to expected,Temperature,February-March sea surface temperature,Tested in another study,NAO,Not significant,Multiple regression / GLM,NA,Not considered,NA,Authors suggest other factors may have contributed to observed change,Other,NA,Temperature a breeding cue,Demonstrated regional climate change plus demonstrated link to global climate change
1933,2125,2004,"Frederiksen, M., M.P. Harris , F. Daunt, P. Rothery, and S. Wanless. 2004. Scale-dependent climate signals drive breeding phenology of three seabird species. Global Change Biology 10: 1214-1221.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56.18,-2.55,Intertidal/Coastal/Estuarine,10,1,"Isle of May, Scotland",1981,2002,22,22,Continuous,NA,Data points unknown,Seabirds,Taxa,Rissa tridactyla,Black-legged Kittiwake,Adult: breeding,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,3,NA,Phenology,breeding phenology; first egg date,First/Last,Spring,NA,NA,Positive,NA,5.1,days,Given in manuscript or supplementary material,Yes statistically significant,Negative,-4.1,days,Given in manuscript or supplementary material,Yes statistically significant,NA,,Opposite to expected,Temperature,February-March sea surface temperature,Tested in another study,NAO,Yes significant,Multiple regression / GLM,NA,Not considered,NA,Authors suggest other factors may have contributed to observed change,Other,NA,Temperature a breeding cue,Demonstrated regional climate change plus demonstrated link to global climate change
1934,2126,2009,"Votier, S.C., B.J. Hatchwell, M. Mears and T.R. Birkhead. 2009. Changes in the timing of egg-laying of a colonial seabird in relation to population size and environmental conditions. Marine Ecology Progress Series 393:225-233.",Peer-reviewed journal,Irish Sea,Atlantic Ocean,Northern,51.67,-5.25,Intertidal/Coastal/Estuarine,10,3,"Skomer Island, Wales",1973,2008,36,23,Continuous,4324,Number of breeding attempts followed.,Seabirds,Taxa,Uria aalge,Common Murre,Adult: breeding,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Not exploited,1,NA,Phenology,median laying date,Mean/Median,Spring,NA,NA,Negative,NA,-1.739130435,days,Calculated from manuscript or supplementary material,Yes statistically significant,No change,NA,NA,NA,Not statistically significant,NA,,Opposite to expected,Temperature,sea surface temperature,No but trend demonstrated,NAO,Not significant,Correlation / regression,NA,Detrending / differencing,Areas / grouped,Authors suggest other factors may have contributed to observed change,Other,change in timing due to increase in population size or breeding density,Population density affects breeding timing,Demonstrated change in regional climate (eg warming or sea ice reduction)
1935,2127,2007,Edmunds P.J. 2007. Evidence for a decadal-scale decline in the growth rates of juvenile scleractinian corals. Marine Ecology Progress Series 341: 1-13.,Peer-reviewed journal,Caribbean,Semi-enclosed seas,Northern,18.32,-64.72,Intertidal/Coastal/Estuarine,100000000,15,Literature compilation from many regions,1974,2005,32,22,Irregular,22,Edmunds used data from other works to compare growth rates over a 30-year timescale,Benthic cnidarians,Assemblage,Coral Assemblage,Scleractinian coral,Juvenile,Secondary consumer : Omnivore suspension feeder,Centre,Cosmopolitan,Habitat forming,Not exploited,2,Data was pooled for several coral genera,Calcification,growth rate,NA,NA,NA,NA,Positive,NA,NA,NA,NA,Not tested,NA,NA,NA,NA,NA,NA,Yes,Consistent,Temperature,SST,Tested in another study,CO2 saturation,Not tested,NA,NA,Not considered,Not considered,Authors suggest other factors may have contributed to observed change,Operator/observational error,NA,Warming and CO2 decrease growth,Only discussed in relation to climate change (eg first observation records)
1936,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Tarletonbeania crenularis,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Negative,NA,-13.06902787,%,Calculated from manuscript or supplementary material,Yes statistically significant,No change,NA,NA,NA,Not statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Not significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1937,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Stenobrachius leucopsarus,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Negative,NA,-2.828971789,%,Calculated from manuscript or supplementary material,Not statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
1938,2128,2009,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152",Peer-reviewed journal,North-west Pacific,Pacific Ocean,Northern,33,-121,Pelagic to 200m or over continental shelf (epipelagic) ,1000000,54,stations in calcofi survey,1951,1998,48,48,Continuous,10260,NA,Larval bony fish,Taxa,Triphoturus mexicanus,NA,Larvae,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Not exploited,34,NA,Abundance,abundance,NA,NA,NA,NA,Positive,NA,12.890586,%,Calculated from manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,Calculated from manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,SST,Yes statistically significant,NA,Yes significant,Correlation / regression,NA,AR models,Areas / grouped,Authors discount other factors,Exploitation direct,NA,competitive release,Demonstrated regional climate change plus demonstrated link to global climate change
