Full reference,Ocean Region,Taxa,Species,Range edge,Latitude,Longitude,Start Year,Timespan,Shift,Rate,Consistency,
"Wethey, D. S. and S. A. Woodin. (2008). Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",North Atlantic HLSBS east,Benthic crustacea,Semibalanus balanoides ,Trailing,46,-1.4,1972,35,contraction,-50,Consistent,
"Wethey, D. S. and S. A. Woodin. (2008). Ecological hindcasting of biogeographic responses to climate change in the European intertidal zone. Hydrobiologia 606:139-151.",North Atlantic HLSBS east,Benthic invert. (other),Diopatra neapolitana,Leading,43,-9.3,1923,84,expansion,36,Consistent,
"Fischbach, A.S. et al. (2007). Landward and eastward shift of Alaskan polar bear denning associated with recent sea ice changes. Polar Biology 30:1395-1405",Arctic west,Mammals,Ursus maritimus,Trailing,72,-152,1985,20,contraction,-857,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora hyacinthus,Trailing,32.7,128.94,1931,80,expansion,130,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora muricata,Trailing,33.4,135.9,1931,80,expansion,40,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora muricata,Trailing,32.7,128.94,1931,80,expansion,140,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora solitaryensis,Trailing,34.83,139.83,1931,80,expansion,50,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora solitaryensis,Trailing,34.41,129.41,1931,80,expansion,80,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Pavona decussata,Trailing,34.56,138.82,1931,80,expansion,50,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Pavona decussata,Trailing,32.7,128.94,1931,80,expansion,50,Consistent,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora hyacinthus,Trailing,33.4,135.9,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora pruinosa/tumida,Trailing,34.83,139.83,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Acropora pruinosa/tumida,Trailing,34.41,129.41,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Caulastrea tumida,Trailing,33.4,135.9,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Caulastrea tumida,Trailing,34.41,129.41,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Favia speciosa,Trailing,34.83,139.83,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Favia speciosa,Trailing,34.41,129.41,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Hydnophora exesa,Trailing,34.83,139.83,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Hydnophora exesa,Trailing,34.41,129.41,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Lithophyllon undulatum,Trailing,33.4,135.9,1931,80,no change,0,No change,
"Yamano, H. et al. (2011). Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures. Geophysical Research Letters 38: L04641",North Pacific HLSBS west,Benthic cnidarians,Lithophyllon undulatum,Trailing,34.41,129.41,1931,80,no change,0,No change,
"Duarte, L. et al. (2013). Recent and historical range shifts of two canopy-forming seaweeds in North Spain and the link with trends in sea surface temperature. Acta Oecologia. 51: 1-10. ",North Atlantic HLSBS east,Benthic algae,Himanthalia elongata,Trailing,45.38,-3.8,1955,55,contraction,-38.9,Consistent,
"Duarte, L. et al. (2013). Recent and historical range shifts of two canopy-forming seaweeds in North Spain and the link with trends in sea surface temperature. Acta Oecologia. 51: 1-10. ",North Atlantic HLSBS east,Benthic algae,Fucus serratus,Trailing,43.46,-3.8,1955,55,contraction,-14.7,Consistent,
"Engelhard, G. H. et al. (2014) Climate change and fishing: a century of shifting distribution in North Sea Cod. Global Change Biology. 20:2473-2483. ",North Atlantic HLSBS east,Bony fish,Gadus morhua,Trailing,57.1,2.5,1913,100,contraction,-10.1,Consistent,
"Fenberg, P.B. and Rivadeneira, M. M. (2011). Range limits and geographic patterns of abundance of the rocky intertidal owl limpet, Lottia gigantea. Journal of Biogeography. 38: 2286-2298. ",California Current EBUE,Benthic molluscs,Lottia gigantea,Leading,39.25,-124.07,1963,45,contraction,-56.2,Consistent,
"Fenberg, P.B. and Rivadeneira, M. M. (2011). Range limits and geographic patterns of abundance of the rocky intertidal owl limpet, Lottia gigantea. Journal of Biogeography. 38: 2286-2298. ",California Current EBUE,Benthic molluscs,Lottia gigantea,Trailing,26.05,-112.38,1963,45,no change,0,No change,
"Fernandez, C. (2011) The retreat of large brown seaweeds on the north coast of Spain: the case of Saccorhiza polyschides. European Journal of Phycology. 46: 352-360. ",North Atlantic HLSBS east,Benthic algae,Saccorhiza polyschides,Trailing,43.6,-3.06,1980,31,contraction,79,Consistent,
"Fernandez, C. (2011) The retreat of large brown seaweeds on the north coast of Spain: the case of Saccorhiza polyschides. European Journal of Phycology. 46: 352-360. ",North Atlantic HLSBS east,Benthic algae,Laminaria ochroleuca,Trailing,43.73,-5.82,1980,31,contraction,-111,Consistent,
"Fernandez, C. (2011) The retreat of large brown seaweeds on the north coast of Spain: the case of Saccorhiza polyschides. European Journal of Phycology. 46: 352-360. ",North Atlantic HLSBS east,Benthic algae,Laminaria hyperborea ,Trailing,43.58,-7.21,1980,31,contraction,-54,Consistent,
"Jones, S.J. et al. (2012). Climate change and historical biogeography of the barnacle Semibalanus balanoides. Global Ecology and Biogeography. 21: 716-724.",North Atlantic HLSBS east,Benthic crustacea,Semibalanus balanoides ,Trailing,40,-74,1963,45,contraction,-75,Consistent,
"Kuletz, K.J. et al. (2014) Changes in the distribution and abundance of albatrosses in the eastern Bering Sea: 1975-2010. Deep-Sea Research II 109: 282-292. ",North Pacific HLSBS east,Seabirds,Phoebastria immutabilis,Leading,50,-170,1975,36,contraction,-52.2,Equivocal,
"Kuletz, K.J. et al. (2014) Changes in the distribution and abundance of albatrosses in the eastern Bering Sea: 1975-2010. Deep-Sea Research II 109: 282-292. ",North Pacific HLSBS east,Seabirds,Phoebastria nigripes,Leading,50,-170,1975,36,expansion,2.7,Consistent,
"Kuletz, K.J. et al. (2014) Changes in the distribution and abundance of albatrosses in the eastern Bering Sea: 1975-2010. Deep-Sea Research II 109: 282-292. ",North Pacific HLSBS east,Seabirds,Phoebastria albatrus,Leading,50,-170,1975,36,expansion,167.5,Consistent,
"Landa, C.S. et al. (2014). Recruitment, distribution boundary and habitat temperature of an arcto-boreal gadoid in a climatically changing environment: a case study on Northeast Arctic haddock (Melanogrammus aeglefinus). Fisheries Oceanography 23:506-520",North Atlantic HLSBS east,Bony fish,Melanogrammus aeglefinus,Leading,72,25,1981,28,expansion,100,Consistent,eastern edge
"Nicastro, K.R. et al. (2013) Shift happens: trailing edge contraction associated with recent warming trends threatens a distinct genetic lineage in the marine macroalga Fucus vesiculosus. BMC Biology. 11:1-13.",North Atlantic HLSBS east,Benthic algae,Fucus vesiculosus ,trailing,36,-7,1985,27,expansion,463,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Anguilla anguilla,Centre,48.65,-4.26,1978,30,expansion,62.9,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Atherina presbyter,Centre,48.65,-4.26,1978,30,expansion,262.7,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Chelidonichthys lucerna,Centre,48.65,-4.26,1978,30,expansion,410.7,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Dicentrarchus labrax,Centre,48.65,-4.26,1978,30,expansion,225.7,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Liza ramada,Centre,48.65,-4.26,1978,30,no change,0,No change,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Platichthys flesus,Centre,48.65,-4.26,1978,30,expansion,51.8,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Pleuronectes platessa,Centre,48.65,-4.26,1978,30,expansion,55.5,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Pomatoschistus minutus,Centre,48.65,-4.26,1978,30,no change,0,No change,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Solea solea,Centre,48.65,-4.26,1978,30,expansion,33.3,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Sprattus sprattus,Centre,48.65,-4.26,1978,30,expansion,22.2,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Syngnathus acus,Centre,48.65,-4.26,1978,30,expansion,236.8,Consistent,
"Nicolas, D. et al. (2011). Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",North Atlantic HLSBS east,Bony fish,Trisopterus luscus,Centre,48.65,-4.26,1978,30,expansion,166.5,Consistent,
"Weimerskirch, H. et al. (2012). Changes in wind pattern alter albatross distribution and life-history traits. Science 335: 211-214. ",Southern Ocean east,Seabirds,Diomedea exulans,Trailing,-48,50,1989,22,expansion,300,Consistent,
"Jones, S. J. et al. (2010). Rising environmental temperatures and biogeography: poleward range contraction of the blue mussel, Mytilus edulis L., in the western Atlantic. Journal of Biogeography 37(12): 2243-2259.",North Atlantic HLSBS west,Benthic molluscs,Mytilus edulis,Trailing,32.5,-75.5,1960,51,contraction,-70,Consistent,
"Bell, R. J. et al. (2015). Disentangling the effects of climate, abundance, and size on the distribution of marine fish: an example based on four stocks from the Northeast US shelf. Ices Journal of Marine Science 72(5): 1311-1322.",North Pacific HLSBS west,Bony fish,Centropristis striata,Leading,40,-71,1972,37,expansion,55,Consistent,spring temp
"Bell, R. J. et al. (2015). Disentangling the effects of climate, abundance, and size on the distribution of marine fish: an example based on four stocks from the Northeast US shelf. Ices Journal of Marine Science 72(5): 1311-1322.",North Pacific HLSBS west,Bony fish,Stenotomus chrysops,Leading,40,-71,1972,37,expansion,45,Consistent,spring temp
"Bell, R. J. et al. (2015). Disentangling the effects of climate, abundance, and size on the distribution of marine fish: an example based on four stocks from the Northeast US shelf. Ices Journal of Marine Science 72(5): 1311-1322.",North Pacific HLSBS west,Bony fish,Pseudopleuronectes americanus,Centre,40,-71,1972,37,no change,0,No change,

